Calendar year,Month,ABS remoteness area,Cause of injury,Age group,Sex,Road user,Counterparty,Count of cases,Bed days,Died_cases,Died_bed_days,Hospitalisations
2011,April,Major Cities,All other trauma events,0-7,Female,Not applicable,Not applicable,765.0,1007,,,765
2011,April,Major Cities,All other trauma events,0-7,Male,Not applicable,Not applicable,1010.0,1694,,,1010
2011,April,Major Cities,All other trauma events,17-25,Female,Not applicable,Not applicable,859.0,1597,,,859
2011,April,Major Cities,All other trauma events,17-25,Male,Not applicable,Not applicable,2231.0,3878,2.0,3.0,2229
2011,April,Major Cities,All other trauma events,26-39,Female,Not applicable,Not applicable,1098.0,2347,1.0,14.0,1097
2011,April,Major Cities,All other trauma events,26-39,Male,Not applicable,Not applicable,2339.0,4686,7.0,25.0,2332
2011,April,Major Cities,All other trauma events,40-64,Female,Not applicable,Not applicable,2060.0,6506,3.0,12.0,2057
2011,April,Major Cities,All other trauma events,40-64,Male,Not applicable,Not applicable,2688.0,8527,6.0,47.0,2682
2011,April,Major Cities,All other trauma events,65-74,Female,Not applicable,Not applicable,960.0,5174,4.0,57.0,956
2011,April,Major Cities,All other trauma events,65-74,Male,Not applicable,Not applicable,661.0,3382,5.0,47.0,656
2011,April,Major Cities,All other trauma events,75+,Female,Not applicable,Not applicable,3288.0,26974,77.0,652.0,3211
2011,April,Major Cities,All other trauma events,75+,Male,Not applicable,Not applicable,1480.0,11983,62.0,537.0,1418
2011,April,Major Cities,All other trauma events,8-16,Female,Not applicable,Not applicable,562.0,943,,,562
2011,April,Major Cities,All other trauma events,8-16,Male,Not applicable,Not applicable,1239.0,1973,1.0,3.0,1238
2011,April,Major Cities,Medical events,0-7,Female,Not applicable,Not applicable,8083.0,27401,11.0,121.0,8072
2011,April,Major Cities,Medical events,0-7,Male,Not applicable,Not applicable,11119.0,34808,19.0,217.0,11100
2011,April,Major Cities,Medical events,17-25,Female,Not applicable,Not applicable,16666.0,38207,4.0,24.0,16662
2011,April,Major Cities,Medical events,17-25,Male,Not applicable,Not applicable,7972.0,24280,2.0,4.0,7970
2011,April,Major Cities,Medical events,26-39,Female,Not applicable,Not applicable,44976.0,113643,11.0,81.0,44965
2011,April,Major Cities,Medical events,26-39,Male,Not applicable,Not applicable,16814.0,53366,18.0,140.0,16796
2011,April,Major Cities,Medical events,40-64,Female,Not applicable,Not applicable,72908.0,162113,140.0,1725.0,72768
2011,April,Major Cities,Medical events,40-64,Male,Not applicable,Not applicable,67962.0,150673,210.0,2245.0,67752
2011,April,Major Cities,Medical events,65-74,Female,Not applicable,Not applicable,31963.0,84980,164.0,1993.0,31799
2011,April,Major Cities,Medical events,65-74,Male,Not applicable,Not applicable,38131.0,95210,250.0,2630.0,37881
2011,April,Major Cities,Medical events,75+,Female,Not applicable,Not applicable,40755.0,186660,694.0,6432.0,40061
2011,April,Major Cities,Medical events,75+,Male,Not applicable,Not applicable,43899.0,152459,690.0,6416.0,43209
2011,April,Major Cities,Medical events,8-16,Female,Not applicable,Not applicable,4831.0,11237,,,4831
2011,April,Major Cities,Medical events,8-16,Male,Not applicable,Not applicable,4828.0,11091,1.0,4.0,4827
2011,April,Major Cities,Non-traffic,0-7,Female,Not applicable,Not applicable,11.0,12,,,11
2011,April,Major Cities,Non-traffic,0-7,Male,Not applicable,Not applicable,25.0,67,,,25
2011,April,Major Cities,Non-traffic,17-25,Female,Not applicable,Not applicable,19.0,23,,,19
2011,April,Major Cities,Non-traffic,17-25,Male,Not applicable,Not applicable,109.0,288,,,109
2011,April,Major Cities,Non-traffic,26-39,Female,Not applicable,Not applicable,17.0,25,,,17
2011,April,Major Cities,Non-traffic,26-39,Male,Not applicable,Not applicable,107.0,384,,,107
2011,April,Major Cities,Non-traffic,40-64,Female,Not applicable,Not applicable,32.0,135,,,32
2011,April,Major Cities,Non-traffic,40-64,Male,Not applicable,Not applicable,130.0,630,,,130
2011,April,Major Cities,Non-traffic,65-74,Female,Not applicable,Not applicable,7.0,20,,,7
2011,April,Major Cities,Non-traffic,65-74,Male,Not applicable,Not applicable,12.0,64,,,12
2011,April,Major Cities,Non-traffic,75+,Female,Not applicable,Not applicable,16.0,174,,,16
2011,April,Major Cities,Non-traffic,75+,Male,Not applicable,Not applicable,13.0,134,,,13
2011,April,Major Cities,Non-traffic,8-16,Female,Not applicable,Not applicable,19.0,39,,,19
2011,April,Major Cities,Non-traffic,8-16,Male,Not applicable,Not applicable,113.0,205,,,113
2011,April,Major Cities,Other transport,0-7,Male,Not applicable,Not applicable,3.0,4,,,3
2011,April,Major Cities,Other transport,17-25,Female,Not applicable,Not applicable,2.0,9,,,2
2011,April,Major Cities,Other transport,17-25,Male,Not applicable,Not applicable,8.0,19,,,8
2011,April,Major Cities,Other transport,26-39,Female,Not applicable,Not applicable,4.0,5,,,4
2011,April,Major Cities,Other transport,26-39,Male,Not applicable,Not applicable,13.0,24,,,13
2011,April,Major Cities,Other transport,40-64,Female,Not applicable,Not applicable,10.0,26,,,10
2011,April,Major Cities,Other transport,40-64,Male,Not applicable,Not applicable,17.0,57,,,17
2011,April,Major Cities,Other transport,65-74,Male,Not applicable,Not applicable,3.0,27,,,3
2011,April,Major Cities,Other transport,75+,Female,Not applicable,Not applicable,1.0,13,,,1
2011,April,Major Cities,Other transport,75+,Male,Not applicable,Not applicable,5.0,27,,,5
2011,April,Major Cities,Other transport,8-16,Female,Not applicable,Not applicable,1.0,9,,,1
2011,April,Major Cities,Other transport,8-16,Male,Not applicable,Not applicable,4.0,23,,,4
2011,April,Major Cities,Traffic,0-7,Female,Car passenger,"Car, pick-up truck or van",5.0,214,,,5
2011,April,Major Cities,Traffic,0-7,Female,Car passenger,Fixed or stationary object,2.0,21,,,2
2011,April,Major Cities,Traffic,0-7,Female,Car passenger,Heavy transport vehicle or bus,1.0,1,,,1
2011,April,Major Cities,Traffic,0-7,Female,Car passenger,Non-collision transport accident,1.0,1,,,1
2011,April,Major Cities,Traffic,0-7,Female,Car unknown position,Other and unspecified transport accidents,2.0,2,,,2
2011,April,Major Cities,Traffic,0-7,Female,Heavy transport passenger,Non-collision transport accident,1.0,1,,,1
2011,April,Major Cities,Traffic,0-7,Female,Pedal cyclist,Non-collision transport accident,1.0,1,,,1
2011,April,Major Cities,Traffic,0-7,Female,Pedal cyclist,Other and unspecified transport accidents,1.0,2,,,1
2011,April,Major Cities,Traffic,0-7,Female,Pedestrian,"Car, pick-up truck or van",5.0,18,,,5
2011,April,Major Cities,Traffic,0-7,Male,Car passenger,"Car, pick-up truck or van",4.0,5,,,4
2011,April,Major Cities,Traffic,0-7,Male,Car passenger,Fixed or stationary object,3.0,15,,,3
2011,April,Major Cities,Traffic,0-7,Male,Car passenger,Non-collision transport accident,2.0,3,,,2
2011,April,Major Cities,Traffic,0-7,Male,Motorcyclist,"Car, pick-up truck or van",1.0,1,,,1
2011,April,Major Cities,Traffic,0-7,Male,Pedal cyclist,"Car, pick-up truck or van",1.0,1,,,1
2011,April,Major Cities,Traffic,0-7,Male,Pedal cyclist,Fixed or stationary object,1.0,1,,,1
2011,April,Major Cities,Traffic,0-7,Male,Pedal cyclist,Non-collision transport accident,2.0,2,,,2
2011,April,Major Cities,Traffic,0-7,Male,Pedal cyclist,Other and unspecified transport accidents,4.0,4,,,4
2011,April,Major Cities,Traffic,0-7,Male,Pedestrian,"Car, pick-up truck or van",4.0,17,,,4
2011,April,Major Cities,Traffic,17-25,Female,Bus occupant,Non-collision transport accident,1.0,1,,,1
2011,April,Major Cities,Traffic,17-25,Female,Car driver,"Car, pick-up truck or van",43.0,154,,,43
2011,April,Major Cities,Traffic,17-25,Female,Car driver,Fixed or stationary object,15.0,30,,,15
2011,April,Major Cities,Traffic,17-25,Female,Car driver,Heavy transport vehicle or bus,4.0,17,,,4
2011,April,Major Cities,Traffic,17-25,Female,Car driver,Non-collision transport accident,6.0,10,,,6
2011,April,Major Cities,Traffic,17-25,Female,Car passenger,"Car, pick-up truck or van",28.0,44,,,28
2011,April,Major Cities,Traffic,17-25,Female,Car passenger,Fixed or stationary object,6.0,15,,,6
2011,April,Major Cities,Traffic,17-25,Female,Car passenger,Non-collision transport accident,6.0,10,,,6
2011,April,Major Cities,Traffic,17-25,Female,Car unknown position,"Car, pick-up truck or van",2.0,4,,,2
2011,April,Major Cities,Traffic,17-25,Female,Car unknown position,Other and unspecified transport accidents,3.0,6,,,3
2011,April,Major Cities,Traffic,17-25,Female,Motorcyclist,2- or 3- wheeled motor vehicle,1.0,1,,,1
2011,April,Major Cities,Traffic,17-25,Female,Motorcyclist,"Car, pick-up truck or van",4.0,8,,,4
2011,April,Major Cities,Traffic,17-25,Female,Motorcyclist,Fixed or stationary object,1.0,1,,,1
2011,April,Major Cities,Traffic,17-25,Female,Motorcyclist,Non-collision transport accident,8.0,33,,,8
2011,April,Major Cities,Traffic,17-25,Female,Motorcyclist,Other and unspecified transport accidents,1.0,1,,,1
2011,April,Major Cities,Traffic,17-25,Female,Other or unknown,Other and unspecified transport accidents,2.0,2,,,2
2011,April,Major Cities,Traffic,17-25,Female,Pedal cyclist,"Car, pick-up truck or van",3.0,5,,,3
2011,April,Major Cities,Traffic,17-25,Female,Pedal cyclist,Heavy transport vehicle or bus,1.0,9,,,1
2011,April,Major Cities,Traffic,17-25,Female,Pedal cyclist,Non-collision transport accident,3.0,7,,,3
2011,April,Major Cities,Traffic,17-25,Female,Pedal cyclist,Pedal cycle,1.0,1,,,1
2011,April,Major Cities,Traffic,17-25,Female,Pedestrian,"Car, pick-up truck or van",14.0,32,,,14
2011,April,Major Cities,Traffic,17-25,Female,Pedestrian,Other non-motor vehicle,1.0,3,,,1
2011,April,Major Cities,Traffic,17-25,Female,Pick-up truck or van occupant,"Car, pick-up truck or van",1.0,4,,,1
2011,April,Major Cities,Traffic,17-25,Male,Bus occupant,Fixed or stationary object,1.0,1,,,1
2011,April,Major Cities,Traffic,17-25,Male,Bus occupant,Other and unspecified transport accidents,1.0,1,,,1
2011,April,Major Cities,Traffic,17-25,Male,Car driver,"Car, pick-up truck or van",36.0,111,,,36
2011,April,Major Cities,Traffic,17-25,Male,Car driver,Fixed or stationary object,36.0,122,,,36
2011,April,Major Cities,Traffic,17-25,Male,Car driver,Heavy transport vehicle or bus,1.0,1,,,1
2011,April,Major Cities,Traffic,17-25,Male,Car driver,Non-collision transport accident,8.0,20,,,8
2011,April,Major Cities,Traffic,17-25,Male,Car driver,Other and unspecified transport accidents,2.0,2,,,2
2011,April,Major Cities,Traffic,17-25,Male,Car passenger,"Car, pick-up truck or van",18.0,35,1.0,8.0,17
2011,April,Major Cities,Traffic,17-25,Male,Car passenger,Fixed or stationary object,16.0,106,,,16
2011,April,Major Cities,Traffic,17-25,Male,Car passenger,Non-collision transport accident,4.0,28,,,4
2011,April,Major Cities,Traffic,17-25,Male,Car passenger,Other and unspecified transport accidents,1.0,1,,,1
2011,April,Major Cities,Traffic,17-25,Male,Car unknown position,Non-collision transport accident,1.0,1,,,1
2011,April,Major Cities,Traffic,17-25,Male,Heavy transport unknown position,Other and unspecified transport accidents,,6,,,0
2011,April,Major Cities,Traffic,17-25,Male,Motorcyclist,2- or 3- wheeled motor vehicle,3.0,10,,,3
2011,April,Major Cities,Traffic,17-25,Male,Motorcyclist,"Car, pick-up truck or van",32.0,166,,,32
2011,April,Major Cities,Traffic,17-25,Male,Motorcyclist,Fixed or stationary object,17.0,247,1.0,1.0,16
2011,April,Major Cities,Traffic,17-25,Male,Motorcyclist,Heavy transport vehicle or bus,1.0,4,,,1
2011,April,Major Cities,Traffic,17-25,Male,Motorcyclist,Non-collision transport accident,36.0,120,,,36
2011,April,Major Cities,Traffic,17-25,Male,Motorcyclist,Other and unspecified transport accidents,18.0,56,,,18
2011,April,Major Cities,Traffic,17-25,Male,Motorcyclist,Pedestrian or animal,1.0,6,,,1
2011,April,Major Cities,Traffic,17-25,Male,Other or unknown,Other and unspecified transport accidents,4.0,19,,,4
2011,April,Major Cities,Traffic,17-25,Male,Pedal cyclist,"Car, pick-up truck or van",8.0,31,,,8
2011,April,Major Cities,Traffic,17-25,Male,Pedal cyclist,Fixed or stationary object,3.0,14,,,3
2011,April,Major Cities,Traffic,17-25,Male,Pedal cyclist,Non-collision transport accident,8.0,31,,,8
2011,April,Major Cities,Traffic,17-25,Male,Pedal cyclist,Other and unspecified transport accidents,12.0,13,,,12
2011,April,Major Cities,Traffic,17-25,Male,Pedal cyclist,Pedal cycle,1.0,1,,,1
2011,April,Major Cities,Traffic,17-25,Male,Pedestrian,2- or 3- wheeled motor vehicle,1.0,6,,,1
2011,April,Major Cities,Traffic,17-25,Male,Pedestrian,"Car, pick-up truck or van",25.0,132,,,25
2011,April,Major Cities,Traffic,17-25,Male,Pedestrian,Heavy transport vehicle or bus,1.0,1,,,1
2011,April,Major Cities,Traffic,26-39,Female,Car driver,"Car, pick-up truck or van",40.0,64,,,40
2011,April,Major Cities,Traffic,26-39,Female,Car driver,Fixed or stationary object,26.0,107,,,26
2011,April,Major Cities,Traffic,26-39,Female,Car driver,Heavy transport vehicle or bus,1.0,1,,,1
2011,April,Major Cities,Traffic,26-39,Female,Car driver,Non-collision transport accident,3.0,35,,,3
2011,April,Major Cities,Traffic,26-39,Female,Car passenger,2- or 3- wheeled motor vehicle,1.0,16,,,1
2011,April,Major Cities,Traffic,26-39,Female,Car passenger,"Car, pick-up truck or van",22.0,39,,,22
2011,April,Major Cities,Traffic,26-39,Female,Car passenger,Fixed or stationary object,5.0,15,,,5
2011,April,Major Cities,Traffic,26-39,Female,Car passenger,Heavy transport vehicle or bus,1.0,1,,,1
2011,April,Major Cities,Traffic,26-39,Female,Car passenger,Non-collision transport accident,1.0,1,,,1
2011,April,Major Cities,Traffic,26-39,Female,Car unknown position,"Car, pick-up truck or van",1.0,1,,,1
2011,April,Major Cities,Traffic,26-39,Female,Car unknown position,Other and unspecified transport accidents,2.0,2,,,2
2011,April,Major Cities,Traffic,26-39,Female,Motorcyclist,"Car, pick-up truck or van",1.0,28,,,1
2011,April,Major Cities,Traffic,26-39,Female,Motorcyclist,Non-collision transport accident,6.0,15,,,6
2011,April,Major Cities,Traffic,26-39,Female,Motorcyclist,Other and unspecified transport accidents,2.0,4,,,2
2011,April,Major Cities,Traffic,26-39,Female,Other or unknown,Other and unspecified transport accidents,1.0,3,,,1
2011,April,Major Cities,Traffic,26-39,Female,Pedal cyclist,2- or 3- wheeled motor vehicle,,3,,,0
2011,April,Major Cities,Traffic,26-39,Female,Pedal cyclist,"Car, pick-up truck or van",3.0,4,,,3
2011,April,Major Cities,Traffic,26-39,Female,Pedal cyclist,Fixed or stationary object,1.0,6,,,1
2011,April,Major Cities,Traffic,26-39,Female,Pedal cyclist,Non-collision transport accident,6.0,7,,,6
2011,April,Major Cities,Traffic,26-39,Female,Pedal cyclist,Other and unspecified transport accidents,4.0,6,,,4
2011,April,Major Cities,Traffic,26-39,Female,Pedestrian,2- or 3- wheeled motor vehicle,2.0,2,,,2
2011,April,Major Cities,Traffic,26-39,Female,Pedestrian,"Car, pick-up truck or van",17.0,71,,,17
2011,April,Major Cities,Traffic,26-39,Female,Pedestrian,Heavy transport vehicle or bus,1.0,15,,,1
2011,April,Major Cities,Traffic,26-39,Female,Pedestrian,Other and unspecified transport accidents,1.0,1,,,1
2011,April,Major Cities,Traffic,26-39,Female,Pick-up truck or van occupant,"Car, pick-up truck or van",1.0,8,,,1
2011,April,Major Cities,Traffic,26-39,Male,Car driver,"Car, pick-up truck or van",32.0,97,,,32
2011,April,Major Cities,Traffic,26-39,Male,Car driver,Fixed or stationary object,29.0,134,,,29
2011,April,Major Cities,Traffic,26-39,Male,Car driver,Heavy transport vehicle or bus,3.0,66,,,3
2011,April,Major Cities,Traffic,26-39,Male,Car driver,Non-collision transport accident,9.0,15,,,9
2011,April,Major Cities,Traffic,26-39,Male,Car driver,Other and unspecified transport accidents,2.0,2,,,2
2011,April,Major Cities,Traffic,26-39,Male,Car driver,Pedestrian or animal,1.0,6,,,1
2011,April,Major Cities,Traffic,26-39,Male,Car passenger,"Car, pick-up truck or van",7.0,20,,,7
2011,April,Major Cities,Traffic,26-39,Male,Car passenger,Fixed or stationary object,4.0,22,,,4
2011,April,Major Cities,Traffic,26-39,Male,Car passenger,Non-collision transport accident,5.0,32,,,5
2011,April,Major Cities,Traffic,26-39,Male,Car passenger,Other and unspecified transport accidents,1.0,1,,,1
2011,April,Major Cities,Traffic,26-39,Male,Car unknown position,"Car, pick-up truck or van",1.0,1,,,1
2011,April,Major Cities,Traffic,26-39,Male,Car unknown position,Heavy transport vehicle or bus,1.0,1,,,1
2011,April,Major Cities,Traffic,26-39,Male,Car unknown position,Other and unspecified transport accidents,2.0,2,,,2
2011,April,Major Cities,Traffic,26-39,Male,Heavy transport driver,"Car, pick-up truck or van",1.0,2,,,1
2011,April,Major Cities,Traffic,26-39,Male,Heavy transport driver,Fixed or stationary object,2.0,2,,,2
2011,April,Major Cities,Traffic,26-39,Male,Heavy transport driver,Heavy transport vehicle or bus,2.0,6,,,2
2011,April,Major Cities,Traffic,26-39,Male,Heavy transport driver,Non-collision transport accident,1.0,1,,,1
2011,April,Major Cities,Traffic,26-39,Male,Heavy transport unknown position,Non-collision transport accident,1.0,5,,,1
2011,April,Major Cities,Traffic,26-39,Male,Heavy transport unknown position,Other and unspecified transport accidents,1.0,1,,,1
2011,April,Major Cities,Traffic,26-39,Male,Motorcyclist,2- or 3- wheeled motor vehicle,3.0,29,,,3
2011,April,Major Cities,Traffic,26-39,Male,Motorcyclist,"Car, pick-up truck or van",35.0,226,,,35
2011,April,Major Cities,Traffic,26-39,Male,Motorcyclist,Fixed or stationary object,14.0,194,1.0,2.0,13
2011,April,Major Cities,Traffic,26-39,Male,Motorcyclist,Heavy transport vehicle or bus,1.0,11,,,1
2011,April,Major Cities,Traffic,26-39,Male,Motorcyclist,Non-collision transport accident,48.0,136,,,48
2011,April,Major Cities,Traffic,26-39,Male,Motorcyclist,Other and unspecified transport accidents,17.0,31,,,17
2011,April,Major Cities,Traffic,26-39,Male,Motorcyclist,Pedestrian or animal,2.0,17,,,2
2011,April,Major Cities,Traffic,26-39,Male,Other or unknown,Other and unspecified transport accidents,3.0,11,,,3
2011,April,Major Cities,Traffic,26-39,Male,Pedal cyclist,"Car, pick-up truck or van",19.0,43,,,19
2011,April,Major Cities,Traffic,26-39,Male,Pedal cyclist,Fixed or stationary object,3.0,7,,,3
2011,April,Major Cities,Traffic,26-39,Male,Pedal cyclist,Non-collision transport accident,25.0,62,,,25
2011,April,Major Cities,Traffic,26-39,Male,Pedal cyclist,Other and unspecified transport accidents,16.0,32,,,16
2011,April,Major Cities,Traffic,26-39,Male,Pedal cyclist,Pedal cycle,7.0,11,,,7
2011,April,Major Cities,Traffic,26-39,Male,Pedestrian,2- or 3- wheeled motor vehicle,1.0,1,,,1
2011,April,Major Cities,Traffic,26-39,Male,Pedestrian,"Car, pick-up truck or van",10.0,49,,,10
2011,April,Major Cities,Traffic,40-64,Female,Bus occupant,Non-collision transport accident,1.0,1,,,1
2011,April,Major Cities,Traffic,40-64,Female,Car driver,"Car, pick-up truck or van",68.0,165,,,68
2011,April,Major Cities,Traffic,40-64,Female,Car driver,Fixed or stationary object,8.0,27,,,8
2011,April,Major Cities,Traffic,40-64,Female,Car driver,Heavy transport vehicle or bus,9.0,20,,,9
2011,April,Major Cities,Traffic,40-64,Female,Car driver,Non-collision transport accident,6.0,16,,,6
2011,April,Major Cities,Traffic,40-64,Female,Car driver,Other and unspecified transport accidents,3.0,6,,,3
2011,April,Major Cities,Traffic,40-64,Female,Car passenger,"Car, pick-up truck or van",22.0,45,,,22
2011,April,Major Cities,Traffic,40-64,Female,Car passenger,Fixed or stationary object,3.0,18,,,3
2011,April,Major Cities,Traffic,40-64,Female,Car passenger,Heavy transport vehicle or bus,1.0,1,,,1
2011,April,Major Cities,Traffic,40-64,Female,Car passenger,Non-collision transport accident,3.0,6,,,3
2011,April,Major Cities,Traffic,40-64,Female,Car unknown position,Other and unspecified transport accidents,2.0,17,,,2
2011,April,Major Cities,Traffic,40-64,Female,Motorcyclist,2- or 3- wheeled motor vehicle,1.0,4,,,1
2011,April,Major Cities,Traffic,40-64,Female,Motorcyclist,"Car, pick-up truck or van",5.0,15,,,5
2011,April,Major Cities,Traffic,40-64,Female,Motorcyclist,Fixed or stationary object,3.0,22,,,3
2011,April,Major Cities,Traffic,40-64,Female,Motorcyclist,Non-collision transport accident,7.0,17,,,7
2011,April,Major Cities,Traffic,40-64,Female,Motorcyclist,Other and unspecified transport accidents,3.0,10,,,3
2011,April,Major Cities,Traffic,40-64,Female,Motorcyclist,Pedestrian or animal,1.0,4,,,1
2011,April,Major Cities,Traffic,40-64,Female,Other or unknown,Other and unspecified transport accidents,4.0,7,,,4
2011,April,Major Cities,Traffic,40-64,Female,Pedal cyclist,2- or 3- wheeled motor vehicle,,3,,,0
2011,April,Major Cities,Traffic,40-64,Female,Pedal cyclist,"Car, pick-up truck or van",13.0,44,,,13
2011,April,Major Cities,Traffic,40-64,Female,Pedal cyclist,Fixed or stationary object,1.0,1,,,1
2011,April,Major Cities,Traffic,40-64,Female,Pedal cyclist,Non-collision transport accident,13.0,29,,,13
2011,April,Major Cities,Traffic,40-64,Female,Pedal cyclist,Other and unspecified transport accidents,13.0,20,,,13
2011,April,Major Cities,Traffic,40-64,Female,Pedal cyclist,Pedal cycle,2.0,3,,,2
2011,April,Major Cities,Traffic,40-64,Female,Pedestrian,"Car, pick-up truck or van",19.0,175,1.0,1.0,18
2011,April,Major Cities,Traffic,40-64,Female,Pick-up truck or van occupant,"Car, pick-up truck or van",1.0,1,,,1
2011,April,Major Cities,Traffic,40-64,Male,Bus occupant,Non-collision transport accident,1.0,2,,,1
2011,April,Major Cities,Traffic,40-64,Male,Car driver,"Car, pick-up truck or van",54.0,253,,,54
2011,April,Major Cities,Traffic,40-64,Male,Car driver,Fixed or stationary object,20.0,127,,,20
2011,April,Major Cities,Traffic,40-64,Male,Car driver,Heavy transport vehicle or bus,6.0,25,,,6
2011,April,Major Cities,Traffic,40-64,Male,Car driver,Non-collision transport accident,10.0,48,,,10
2011,April,Major Cities,Traffic,40-64,Male,Car driver,Other non-motor vehicle,1.0,1,,,1
2011,April,Major Cities,Traffic,40-64,Male,Car passenger,"Car, pick-up truck or van",8.0,22,,,8
2011,April,Major Cities,Traffic,40-64,Male,Car passenger,Fixed or stationary object,1.0,10,,,1
2011,April,Major Cities,Traffic,40-64,Male,Car passenger,Heavy transport vehicle or bus,,59,,,0
2011,April,Major Cities,Traffic,40-64,Male,Car passenger,Other and unspecified transport accidents,1.0,2,,,1
2011,April,Major Cities,Traffic,40-64,Male,Car passenger,Train,1.0,2,,,1
2011,April,Major Cities,Traffic,40-64,Male,Car unknown position,Other and unspecified transport accidents,5.0,9,,,5
2011,April,Major Cities,Traffic,40-64,Male,Car unknown position,Pedestrian or animal,1.0,27,,,1
2011,April,Major Cities,Traffic,40-64,Male,Heavy transport driver,Non-collision transport accident,6.0,30,,,6
2011,April,Major Cities,Traffic,40-64,Male,Heavy transport passenger,Heavy transport vehicle or bus,1.0,4,,,1
2011,April,Major Cities,Traffic,40-64,Male,Heavy transport unknown position,Non-collision transport accident,1.0,25,,,1
2011,April,Major Cities,Traffic,40-64,Male,Motorcyclist,2- or 3- wheeled motor vehicle,2.0,6,,,2
2011,April,Major Cities,Traffic,40-64,Male,Motorcyclist,"Car, pick-up truck or van",36.0,223,,,36
2011,April,Major Cities,Traffic,40-64,Male,Motorcyclist,Fixed or stationary object,8.0,15,,,8
2011,April,Major Cities,Traffic,40-64,Male,Motorcyclist,Heavy transport vehicle or bus,1.0,3,,,1
2011,April,Major Cities,Traffic,40-64,Male,Motorcyclist,Non-collision transport accident,59.0,253,,,59
2011,April,Major Cities,Traffic,40-64,Male,Motorcyclist,Other and unspecified transport accidents,20.0,46,,,20
2011,April,Major Cities,Traffic,40-64,Male,Motorcyclist,Pedestrian or animal,1.0,19,,,1
2011,April,Major Cities,Traffic,40-64,Male,Other or unknown,Other and unspecified transport accidents,6.0,13,,,6
2011,April,Major Cities,Traffic,40-64,Male,Pedal cyclist,"Car, pick-up truck or van",31.0,139,1.0,1.0,30
2011,April,Major Cities,Traffic,40-64,Male,Pedal cyclist,Fixed or stationary object,9.0,39,,,9
2011,April,Major Cities,Traffic,40-64,Male,Pedal cyclist,Heavy transport vehicle or bus,2.0,74,,,2
2011,April,Major Cities,Traffic,40-64,Male,Pedal cyclist,Non-collision transport accident,46.0,166,,,46
2011,April,Major Cities,Traffic,40-64,Male,Pedal cyclist,Other and unspecified transport accidents,16.0,32,,,16
2011,April,Major Cities,Traffic,40-64,Male,Pedal cyclist,Pedal cycle,7.0,42,,,7
2011,April,Major Cities,Traffic,40-64,Male,Pedestrian,2- or 3- wheeled motor vehicle,1.0,14,,,1
2011,April,Major Cities,Traffic,40-64,Male,Pedestrian,"Car, pick-up truck or van",16.0,69,,,16
2011,April,Major Cities,Traffic,40-64,Male,Pedestrian,Heavy transport vehicle or bus,3.0,17,1.0,4.0,2
2011,April,Major Cities,Traffic,40-64,Male,Pedestrian,Other and unspecified transport accidents,1.0,3,,,1
2011,April,Major Cities,Traffic,40-64,Male,Pick-up truck or van occupant,"Car, pick-up truck or van",2.0,3,,,2
2011,April,Major Cities,Traffic,40-64,Male,Pick-up truck or van occupant,Fixed or stationary object,1.0,1,,,1
2011,April,Major Cities,Traffic,40-64,Male,Pick-up truck or van occupant,Non-collision transport accident,1.0,1,,,1
2011,April,Major Cities,Traffic,65-74,Female,Bus occupant,Other and unspecified transport accidents,1.0,10,,,1
2011,April,Major Cities,Traffic,65-74,Female,Car driver,2- or 3- wheeled motor vehicle,2.0,4,,,2
2011,April,Major Cities,Traffic,65-74,Female,Car driver,"Car, pick-up truck or van",17.0,56,,,17
2011,April,Major Cities,Traffic,65-74,Female,Car driver,Fixed or stationary object,4.0,28,,,4
2011,April,Major Cities,Traffic,65-74,Female,Car driver,Non-collision transport accident,3.0,3,,,3
2011,April,Major Cities,Traffic,65-74,Female,Car passenger,"Car, pick-up truck or van",11.0,54,,,11
2011,April,Major Cities,Traffic,65-74,Female,Car passenger,Fixed or stationary object,2.0,2,,,2
2011,April,Major Cities,Traffic,65-74,Female,Car passenger,Other non-motor vehicle,1.0,2,,,1
2011,April,Major Cities,Traffic,65-74,Female,Car unknown position,Other and unspecified transport accidents,1.0,1,,,1
2011,April,Major Cities,Traffic,65-74,Female,Motorcyclist,"Car, pick-up truck or van",1.0,4,,,1
2011,April,Major Cities,Traffic,65-74,Female,Pedal cyclist,Non-collision transport accident,2.0,5,,,2
2011,April,Major Cities,Traffic,65-74,Female,Pedestrian,"Car, pick-up truck or van",9.0,95,,,9
2011,April,Major Cities,Traffic,65-74,Male,Car driver,"Car, pick-up truck or van",13.0,47,,,13
2011,April,Major Cities,Traffic,65-74,Male,Car driver,Fixed or stationary object,7.0,37,,,7
2011,April,Major Cities,Traffic,65-74,Male,Car driver,Heavy transport vehicle or bus,1.0,1,,,1
2011,April,Major Cities,Traffic,65-74,Male,Car driver,Non-collision transport accident,2.0,39,,,2
2011,April,Major Cities,Traffic,65-74,Male,Car driver,Other non-motor vehicle,1.0,10,,,1
2011,April,Major Cities,Traffic,65-74,Male,Car passenger,"Car, pick-up truck or van",1.0,2,,,1
2011,April,Major Cities,Traffic,65-74,Male,Heavy transport passenger,Non-collision transport accident,1.0,6,,,1
2011,April,Major Cities,Traffic,65-74,Male,Motorcyclist,"Car, pick-up truck or van",3.0,10,,,3
2011,April,Major Cities,Traffic,65-74,Male,Motorcyclist,Non-collision transport accident,3.0,18,,,3
