Calendar year,Month,ABS remoteness area,Cause of injury,Age group,Sex,Road user,Counterparty,Count of cases,Bed days,Died_cases,Died_bed_days,Hospitalisations
2015,November,Regional,Traffic,17-25,Male,Other or unknown,Other and unspecified transport accidents,5.0,6,,,5
2015,November,Regional,Traffic,17-25,Male,Pedal cyclist,"Car, pick-up truck or van",5.0,5,,,5
2015,November,Regional,Traffic,17-25,Male,Pedal cyclist,Fixed or stationary object,1.0,1,,,1
2015,November,Regional,Traffic,17-25,Male,Pedal cyclist,Non-collision transport accident,5.0,6,,,5
2015,November,Regional,Traffic,17-25,Male,Pedal cyclist,Other and unspecified transport accidents,3.0,4,,,3
2015,November,Regional,Traffic,17-25,Male,Pedestrian,"Car, pick-up truck or van",2.0,2,,,2
2015,November,Regional,Traffic,17-25,Male,Pedestrian,Heavy transport vehicle or bus,,6,,,0
2015,November,Regional,Traffic,26-39,Female,Car driver,2- or 3- wheeled motor vehicle,1.0,3,,,1
2015,November,Regional,Traffic,26-39,Female,Car driver,"Car, pick-up truck or van",11.0,54,,,11
2015,November,Regional,Traffic,26-39,Female,Car driver,Fixed or stationary object,10.0,100,1.0,7.0,9
2015,November,Regional,Traffic,26-39,Female,Car driver,Heavy transport vehicle or bus,2.0,66,,,2
2015,November,Regional,Traffic,26-39,Female,Car driver,Non-collision transport accident,12.0,42,,,12
2015,November,Regional,Traffic,26-39,Female,Car driver,Pedestrian or animal,1.0,47,,,1
2015,November,Regional,Traffic,26-39,Female,Car passenger,"Car, pick-up truck or van",4.0,5,,,4
2015,November,Regional,Traffic,26-39,Female,Car passenger,Fixed or stationary object,3.0,51,,,3
2015,November,Regional,Traffic,26-39,Female,Car passenger,Heavy transport vehicle or bus,1.0,3,,,1
2015,November,Regional,Traffic,26-39,Female,Car passenger,Non-collision transport accident,5.0,9,,,5
2015,November,Regional,Traffic,26-39,Female,Car passenger,Other non-motor vehicle,1.0,1,,,1
2015,November,Regional,Traffic,26-39,Female,Car passenger,Pedestrian or animal,1.0,1,,,1
2015,November,Regional,Traffic,26-39,Female,Car unknown position,"Car, pick-up truck or van",1.0,1,,,1
2015,November,Regional,Traffic,26-39,Female,Car unknown position,Non-collision transport accident,1.0,1,,,1
2015,November,Regional,Traffic,26-39,Female,Car unknown position,Other and unspecified transport accidents,1.0,1,,,1
2015,November,Regional,Traffic,26-39,Female,Motorcyclist,"Car, pick-up truck or van",1.0,1,,,1
2015,November,Regional,Traffic,26-39,Female,Motorcyclist,Non-collision transport accident,2.0,5,,,2
2015,November,Regional,Traffic,26-39,Female,Motorcyclist,Other and unspecified transport accidents,1.0,1,,,1
2015,November,Regional,Traffic,26-39,Female,Other or unknown,Other and unspecified transport accidents,1.0,1,,,1
2015,November,Regional,Traffic,26-39,Female,Pedal cyclist,"Car, pick-up truck or van",3.0,12,,,3
2015,November,Regional,Traffic,26-39,Female,Pedal cyclist,Non-collision transport accident,3.0,3,,,3
2015,November,Regional,Traffic,26-39,Female,Pedal cyclist,Pedal cycle,1.0,1,,,1
2015,November,Regional,Traffic,26-39,Male,Car driver,"Car, pick-up truck or van",13.0,43,,,13
2015,November,Regional,Traffic,26-39,Male,Car driver,Fixed or stationary object,13.0,79,,,13
2015,November,Regional,Traffic,26-39,Male,Car driver,Heavy transport vehicle or bus,1.0,60,,,1
2015,November,Regional,Traffic,26-39,Male,Car driver,Non-collision transport accident,11.0,55,,,11
2015,November,Regional,Traffic,26-39,Male,Car driver,Pedestrian or animal,1.0,1,,,1
2015,November,Regional,Traffic,26-39,Male,Car passenger,"Car, pick-up truck or van",2.0,2,,,2
2015,November,Regional,Traffic,26-39,Male,Car passenger,Fixed or stationary object,3.0,51,,,3
2015,November,Regional,Traffic,26-39,Male,Car passenger,Non-collision transport accident,2.0,6,,,2
2015,November,Regional,Traffic,26-39,Male,Car unknown position,Other and unspecified transport accidents,2.0,2,,,2
2015,November,Regional,Traffic,26-39,Male,Heavy transport driver,Non-collision transport accident,3.0,6,,,3
2015,November,Regional,Traffic,26-39,Male,Heavy transport unknown position,Non-collision transport accident,1.0,1,,,1
2015,November,Regional,Traffic,26-39,Male,Motorcyclist,"Car, pick-up truck or van",5.0,6,1.0,1.0,4
2015,November,Regional,Traffic,26-39,Male,Motorcyclist,Fixed or stationary object,3.0,44,1.0,1.0,2
2015,November,Regional,Traffic,26-39,Male,Motorcyclist,Non-collision transport accident,26.0,216,,,26
2015,November,Regional,Traffic,26-39,Male,Motorcyclist,Other and unspecified transport accidents,10.0,23,,,10
2015,November,Regional,Traffic,26-39,Male,Motorcyclist,Pedestrian or animal,1.0,3,,,1
2015,November,Regional,Traffic,26-39,Male,Other or unknown,Other and unspecified transport accidents,2.0,5,,,2
2015,November,Regional,Traffic,26-39,Male,Pedal cyclist,"Car, pick-up truck or van",1.0,2,,,1
2015,November,Regional,Traffic,26-39,Male,Pedal cyclist,Fixed or stationary object,2.0,2,,,2
2015,November,Regional,Traffic,26-39,Male,Pedal cyclist,Non-collision transport accident,8.0,12,,,8
2015,November,Regional,Traffic,26-39,Male,Pedal cyclist,Other and unspecified transport accidents,3.0,15,,,3
2015,November,Regional,Traffic,26-39,Male,Pedal cyclist,Pedal cycle,2.0,3,,,2
2015,November,Regional,Traffic,26-39,Male,Pedal cyclist,Pedestrian or animal,1.0,1,,,1
2015,November,Regional,Traffic,26-39,Male,Pick-up truck or van occupant,"Car, pick-up truck or van",1.0,1,,,1
2015,November,Regional,Traffic,40-64,Female,Car driver,"Car, pick-up truck or van",21.0,48,,,21
2015,November,Regional,Traffic,40-64,Female,Car driver,Fixed or stationary object,14.0,115,,,14
2015,November,Regional,Traffic,40-64,Female,Car driver,Heavy transport vehicle or bus,2.0,2,,,2
2015,November,Regional,Traffic,40-64,Female,Car driver,Non-collision transport accident,10.0,58,,,10
2015,November,Regional,Traffic,40-64,Female,Car driver,Other and unspecified transport accidents,,8,,,0
2015,November,Regional,Traffic,40-64,Female,Car passenger,"Car, pick-up truck or van",6.0,54,,,6
2015,November,Regional,Traffic,40-64,Female,Car passenger,Fixed or stationary object,5.0,15,,,5
2015,November,Regional,Traffic,40-64,Female,Car passenger,Heavy transport vehicle or bus,2.0,12,,,2
2015,November,Regional,Traffic,40-64,Female,Car passenger,Non-collision transport accident,,4,,,0
2015,November,Regional,Traffic,40-64,Female,Car unknown position,"Car, pick-up truck or van",1.0,1,,,1
2015,November,Regional,Traffic,40-64,Female,Car unknown position,Fixed or stationary object,1.0,1,,,1
2015,November,Regional,Traffic,40-64,Female,Car unknown position,Other and unspecified transport accidents,4.0,27,,,4
2015,November,Regional,Traffic,40-64,Female,Motorcyclist,"Car, pick-up truck or van",3.0,4,,,3
2015,November,Regional,Traffic,40-64,Female,Motorcyclist,Non-collision transport accident,7.0,23,,,7
2015,November,Regional,Traffic,40-64,Female,Motorcyclist,Other and unspecified transport accidents,3.0,6,,,3
2015,November,Regional,Traffic,40-64,Female,Other or unknown,Other and unspecified transport accidents,1.0,7,,,1
2015,November,Regional,Traffic,40-64,Female,Pedal cyclist,"Car, pick-up truck or van",,13,,,0
2015,November,Regional,Traffic,40-64,Female,Pedal cyclist,Non-collision transport accident,2.0,5,,,2
2015,November,Regional,Traffic,40-64,Female,Pedal cyclist,Other and unspecified transport accidents,2.0,5,,,2
2015,November,Regional,Traffic,40-64,Female,Pedal cyclist,Pedal cycle,1.0,3,,,1
2015,November,Regional,Traffic,40-64,Female,Pedestrian,"Car, pick-up truck or van",3.0,49,,,3
2015,November,Regional,Traffic,40-64,Male,Car driver,"Car, pick-up truck or van",20.0,88,,,20
2015,November,Regional,Traffic,40-64,Male,Car driver,Fixed or stationary object,20.0,189,,,20
2015,November,Regional,Traffic,40-64,Male,Car driver,Heavy transport vehicle or bus,1.0,48,,,1
2015,November,Regional,Traffic,40-64,Male,Car driver,Non-collision transport accident,8.0,35,,,8
2015,November,Regional,Traffic,40-64,Male,Car driver,Other and unspecified transport accidents,1.0,1,,,1
2015,November,Regional,Traffic,40-64,Male,Car driver,Pedestrian or animal,2.0,3,,,2
2015,November,Regional,Traffic,40-64,Male,Car passenger,"Car, pick-up truck or van",5.0,15,,,5
2015,November,Regional,Traffic,40-64,Male,Car passenger,Fixed or stationary object,3.0,33,,,3
2015,November,Regional,Traffic,40-64,Male,Car passenger,Non-collision transport accident,2.0,2,,,2
2015,November,Regional,Traffic,40-64,Male,Car unknown position,"Car, pick-up truck or van",1.0,1,,,1
2015,November,Regional,Traffic,40-64,Male,Car unknown position,Fixed or stationary object,,5,,,0
2015,November,Regional,Traffic,40-64,Male,Car unknown position,Non-collision transport accident,1.0,1,,,1
2015,November,Regional,Traffic,40-64,Male,Car unknown position,Other and unspecified transport accidents,3.0,16,,,3
2015,November,Regional,Traffic,40-64,Male,Heavy transport driver,"Car, pick-up truck or van",1.0,1,,,1
2015,November,Regional,Traffic,40-64,Male,Heavy transport driver,Fixed or stationary object,4.0,50,,,4
2015,November,Regional,Traffic,40-64,Male,Heavy transport driver,Heavy transport vehicle or bus,2.0,22,,,2
2015,November,Regional,Traffic,40-64,Male,Heavy transport driver,Non-collision transport accident,2.0,75,,,2
2015,November,Regional,Traffic,40-64,Male,Motorcyclist,2- or 3- wheeled motor vehicle,1.0,17,,,1
2015,November,Regional,Traffic,40-64,Male,Motorcyclist,"Car, pick-up truck or van",13.0,210,,,13
2015,November,Regional,Traffic,40-64,Male,Motorcyclist,Fixed or stationary object,10.0,135,,,10
2015,November,Regional,Traffic,40-64,Male,Motorcyclist,Non-collision transport accident,39.0,148,,,39
2015,November,Regional,Traffic,40-64,Male,Motorcyclist,Other and unspecified transport accidents,17.0,27,,,17
2015,November,Regional,Traffic,40-64,Male,Motorcyclist,Pedestrian or animal,2.0,19,,,2
2015,November,Regional,Traffic,40-64,Male,Other or unknown,Other and unspecified transport accidents,7.0,13,,,7
2015,November,Regional,Traffic,40-64,Male,Pedal cyclist,2- or 3- wheeled motor vehicle,1.0,1,,,1
2015,November,Regional,Traffic,40-64,Male,Pedal cyclist,"Car, pick-up truck or van",4.0,6,,,4
2015,November,Regional,Traffic,40-64,Male,Pedal cyclist,Fixed or stationary object,2.0,2,,,2
2015,November,Regional,Traffic,40-64,Male,Pedal cyclist,Heavy transport vehicle or bus,2.0,28,,,2
2015,November,Regional,Traffic,40-64,Male,Pedal cyclist,Non-collision transport accident,13.0,32,,,13
2015,November,Regional,Traffic,40-64,Male,Pedal cyclist,Other and unspecified transport accidents,8.0,10,,,8
2015,November,Regional,Traffic,40-64,Male,Pedal cyclist,Pedal cycle,3.0,8,,,3
2015,November,Regional,Traffic,40-64,Male,Pedal cyclist,Pedestrian or animal,1.0,16,1.0,16.0,0
2015,November,Regional,Traffic,40-64,Male,Pedestrian,"Car, pick-up truck or van",4.0,19,1.0,1.0,3
2015,November,Regional,Traffic,40-64,Male,Pedestrian,Heavy transport vehicle or bus,1.0,28,,,1
2015,November,Regional,Traffic,40-64,Male,Pedestrian,Other and unspecified transport accidents,1.0,4,,,1
2015,November,Regional,Traffic,40-64,Male,Pedestrian,Other non-motor vehicle,2.0,2,,,2
2015,November,Regional,Traffic,40-64,Male,Pick-up truck or van occupant,Fixed or stationary object,1.0,29,,,1
2015,November,Regional,Traffic,40-64,Male,Pick-up truck or van occupant,Non-collision transport accident,1.0,1,,,1
2015,November,Regional,Traffic,40-64,Male,Pick-up truck or van occupant,Pedestrian or animal,1.0,1,,,1
2015,November,Regional,Traffic,65-74,Female,Car driver,"Car, pick-up truck or van",1.0,50,,,1
2015,November,Regional,Traffic,65-74,Female,Car driver,Fixed or stationary object,2.0,5,,,2
2015,November,Regional,Traffic,65-74,Female,Car driver,Non-collision transport accident,3.0,10,,,3
2015,November,Regional,Traffic,65-74,Female,Car passenger,"Car, pick-up truck or van",3.0,32,,,3
2015,November,Regional,Traffic,65-74,Female,Car passenger,Fixed or stationary object,1.0,41,,,1
2015,November,Regional,Traffic,65-74,Female,Car passenger,Non-collision transport accident,1.0,1,,,1
2015,November,Regional,Traffic,65-74,Female,Car passenger,Other and unspecified transport accidents,1.0,13,,,1
2015,November,Regional,Traffic,65-74,Female,Car unknown position,Other and unspecified transport accidents,2.0,3,,,2
2015,November,Regional,Traffic,65-74,Female,Pedal cyclist,"Car, pick-up truck or van",1.0,1,,,1
2015,November,Regional,Traffic,65-74,Female,Pedal cyclist,Fixed or stationary object,1.0,1,,,1
2015,November,Regional,Traffic,65-74,Female,Pedal cyclist,Non-collision transport accident,1.0,4,,,1
2015,November,Regional,Traffic,65-74,Female,Pedal cyclist,Other and unspecified transport accidents,2.0,12,,,2
2015,November,Regional,Traffic,65-74,Female,Pedestrian,"Car, pick-up truck or van",1.0,1,,,1
2015,November,Regional,Traffic,65-74,Male,Bus occupant,"Car, pick-up truck or van",1.0,1,,,1
2015,November,Regional,Traffic,65-74,Male,Car driver,"Car, pick-up truck or van",8.0,90,,,8
2015,November,Regional,Traffic,65-74,Male,Car driver,Fixed or stationary object,5.0,27,,,5
2015,November,Regional,Traffic,65-74,Male,Car driver,Non-collision transport accident,4.0,32,,,4
2015,November,Regional,Traffic,65-74,Male,Car passenger,"Car, pick-up truck or van",2.0,12,,,2
2015,November,Regional,Traffic,65-74,Male,Car passenger,Fixed or stationary object,2.0,2,,,2
2015,November,Regional,Traffic,65-74,Male,Car passenger,Non-collision transport accident,2.0,7,,,2
2015,November,Regional,Traffic,65-74,Male,Motorcyclist,"Car, pick-up truck or van",2.0,8,,,2
2015,November,Regional,Traffic,65-74,Male,Motorcyclist,Fixed or stationary object,,41,,,0
2015,November,Regional,Traffic,65-74,Male,Motorcyclist,Non-collision transport accident,4.0,24,,,4
2015,November,Regional,Traffic,65-74,Male,Motorcyclist,Other and unspecified transport accidents,2.0,4,,,2
2015,November,Regional,Traffic,65-74,Male,Motorcyclist,Pedestrian or animal,,11,,,0
2015,November,Regional,Traffic,65-74,Male,Other or unknown,Other and unspecified transport accidents,,21,,,0
2015,November,Regional,Traffic,65-74,Male,Pedal cyclist,Fixed or stationary object,,7,,,0
2015,November,Regional,Traffic,65-74,Male,Pedal cyclist,Non-collision transport accident,2.0,2,,,2
2015,November,Regional,Traffic,65-74,Male,Pedal cyclist,Other and unspecified transport accidents,1.0,1,,,1
2015,November,Regional,Traffic,65-74,Male,Pedestrian,"Car, pick-up truck or van",1.0,121,,,1
2015,November,Regional,Traffic,65-74,Male,Pick-up truck or van occupant,"Car, pick-up truck or van",1.0,1,,,1
2015,November,Regional,Traffic,75+,Female,Car driver,"Car, pick-up truck or van",6.0,90,,,6
2015,November,Regional,Traffic,75+,Female,Car driver,Fixed or stationary object,2.0,14,,,2
2015,November,Regional,Traffic,75+,Female,Car driver,Non-collision transport accident,2.0,23,,,2
2015,November,Regional,Traffic,75+,Female,Car passenger,"Car, pick-up truck or van",6.0,56,1.0,6.0,5
2015,November,Regional,Traffic,75+,Female,Car passenger,Fixed or stationary object,1.0,1,,,1
2015,November,Regional,Traffic,75+,Female,Car unknown position,"Car, pick-up truck or van",1.0,1,,,1
2015,November,Regional,Traffic,75+,Female,Car unknown position,Other and unspecified transport accidents,3.0,14,,,3
2015,November,Regional,Traffic,75+,Female,Pedestrian,"Car, pick-up truck or van",13.0,235,,,13
2015,November,Regional,Traffic,75+,Male,Car driver,"Car, pick-up truck or van",4.0,9,,,4
2015,November,Regional,Traffic,75+,Male,Car driver,Fixed or stationary object,1.0,25,,1.0,1
2015,November,Regional,Traffic,75+,Male,Car driver,Heavy transport vehicle or bus,1.0,1,,,1
2015,November,Regional,Traffic,75+,Male,Car driver,Non-collision transport accident,2.0,220,,,2
2015,November,Regional,Traffic,75+,Male,Car passenger,"Car, pick-up truck or van",,71,,,0
2015,November,Regional,Traffic,75+,Male,Car passenger,Non-collision transport accident,1.0,5,,,1
2015,November,Regional,Traffic,75+,Male,Car unknown position,Other and unspecified transport accidents,,42,,,0
2015,November,Regional,Traffic,75+,Male,Heavy transport driver,Fixed or stationary object,1.0,1,,,1
2015,November,Regional,Traffic,75+,Male,Motorcyclist,"Car, pick-up truck or van",3.0,14,,,3
2015,November,Regional,Traffic,75+,Male,Motorcyclist,Non-collision transport accident,1.0,5,,,1
2015,November,Regional,Traffic,75+,Male,Pedal cyclist,Other and unspecified transport accidents,1.0,3,,,1
2015,November,Regional,Traffic,75+,Male,Pedestrian,"Car, pick-up truck or van",1.0,125,,,1
2015,November,Regional,Traffic,75+,Male,Pedestrian,Other and unspecified transport accidents,,14,,,0
2015,November,Regional,Traffic,8-16,Female,Car driver,Non-collision transport accident,1.0,1,,,1
2015,November,Regional,Traffic,8-16,Female,Car passenger,"Car, pick-up truck or van",6.0,13,,,6
2015,November,Regional,Traffic,8-16,Female,Car passenger,Non-collision transport accident,1.0,1,,,1
2015,November,Regional,Traffic,8-16,Female,Car unknown position,Other and unspecified transport accidents,2.0,3,,,2
2015,November,Regional,Traffic,8-16,Female,Motorcyclist,Non-collision transport accident,1.0,1,,,1
2015,November,Regional,Traffic,8-16,Female,Motorcyclist,Other and unspecified transport accidents,2.0,2,,,2
2015,November,Regional,Traffic,8-16,Female,Pedal cyclist,Non-collision transport accident,1.0,3,,,1
2015,November,Regional,Traffic,8-16,Female,Pedal cyclist,Other and unspecified transport accidents,4.0,4,,,4
2015,November,Regional,Traffic,8-16,Male,Car driver,Non-collision transport accident,2.0,6,,,2
2015,November,Regional,Traffic,8-16,Male,Car passenger,"Car, pick-up truck or van",2.0,2,,,2
2015,November,Regional,Traffic,8-16,Male,Car passenger,Fixed or stationary object,1.0,2,,,1
2015,November,Regional,Traffic,8-16,Male,Car passenger,Non-collision transport accident,3.0,3,,,3
2015,November,Regional,Traffic,8-16,Male,Motorcyclist,"Car, pick-up truck or van",2.0,25,,,2
2015,November,Regional,Traffic,8-16,Male,Motorcyclist,Heavy transport vehicle or bus,1.0,18,,,1
2015,November,Regional,Traffic,8-16,Male,Motorcyclist,Non-collision transport accident,5.0,17,,,5
2015,November,Regional,Traffic,8-16,Male,Motorcyclist,Other and unspecified transport accidents,4.0,6,,,4
2015,November,Regional,Traffic,8-16,Male,Pedal cyclist,"Car, pick-up truck or van",4.0,5,,,4
2015,November,Regional,Traffic,8-16,Male,Pedal cyclist,Fixed or stationary object,2.0,7,,,2
2015,November,Regional,Traffic,8-16,Male,Pedal cyclist,Heavy transport vehicle or bus,,2,,,0
2015,November,Regional,Traffic,8-16,Male,Pedal cyclist,Non-collision transport accident,14.0,22,,,14
2015,November,Regional,Traffic,8-16,Male,Pedal cyclist,Other and unspecified transport accidents,13.0,35,,,13
2015,November,Regional,Traffic,8-16,Male,Pedestrian,"Car, pick-up truck or van",3.0,3,,,3
2015,November,Regional,Unknown traffic,0-7,Female,Not applicable,Not applicable,2.0,5,,,2
2015,November,Regional,Unknown traffic,0-7,Male,Not applicable,Not applicable,4.0,7,,,4
2015,November,Regional,Unknown traffic,17-25,Female,Not applicable,Not applicable,28.0,40,,,28
2015,November,Regional,Unknown traffic,17-25,Male,Not applicable,Not applicable,16.0,39,,,16
2015,November,Regional,Unknown traffic,26-39,Female,Not applicable,Not applicable,19.0,40,,,19
2015,November,Regional,Unknown traffic,26-39,Male,Not applicable,Not applicable,12.0,37,,,12
2015,November,Regional,Unknown traffic,40-64,Female,Not applicable,Not applicable,50.0,194,,,50
2015,November,Regional,Unknown traffic,40-64,Male,Not applicable,Not applicable,33.0,133,,,33
2015,November,Regional,Unknown traffic,65-74,Female,Not applicable,Not applicable,6.0,36,,,6
2015,November,Regional,Unknown traffic,65-74,Male,Not applicable,Not applicable,10.0,60,,,10
2015,November,Regional,Unknown traffic,75+,Female,Not applicable,Not applicable,5.0,102,,,5
2015,November,Regional,Unknown traffic,75+,Male,Not applicable,Not applicable,4.0,15,,,4
2015,November,Regional,Unknown traffic,8-16,Female,Not applicable,Not applicable,33.0,51,,,33
2015,November,Regional,Unknown traffic,8-16,Male,Not applicable,Not applicable,3.0,3,,,3
2015,November,Remote,All other trauma events,0-7,Female,Not applicable,Not applicable,51.0,95,,,51
2015,November,Remote,All other trauma events,0-7,Male,Not applicable,Not applicable,65.0,152,1.0,1.0,64
2015,November,Remote,All other trauma events,17-25,Female,Not applicable,Not applicable,74.0,107,,,74
2015,November,Remote,All other trauma events,17-25,Male,Not applicable,Not applicable,110.0,209,1.0,4.0,109
2015,November,Remote,All other trauma events,26-39,Female,Not applicable,Not applicable,133.0,256,,,133
2015,November,Remote,All other trauma events,26-39,Male,Not applicable,Not applicable,168.0,418,,,168
2015,November,Remote,All other trauma events,40-64,Female,Not applicable,Not applicable,168.0,423,,,168
2015,November,Remote,All other trauma events,40-64,Male,Not applicable,Not applicable,171.0,532,1.0,19.0,170
2015,November,Remote,All other trauma events,65-74,Female,Not applicable,Not applicable,27.0,193,,,27
2015,November,Remote,All other trauma events,65-74,Male,Not applicable,Not applicable,41.0,184,,,41
2015,November,Remote,All other trauma events,75+,Female,Not applicable,Not applicable,56.0,585,,,56
2015,November,Remote,All other trauma events,75+,Male,Not applicable,Not applicable,38.0,233,,,38
2015,November,Remote,All other trauma events,8-16,Female,Not applicable,Not applicable,45.0,74,,,45
2015,November,Remote,All other trauma events,8-16,Male,Not applicable,Not applicable,71.0,155,,,71
2015,November,Remote,Medical events,0-7,Female,Not applicable,Not applicable,483.0,1580,,,483
2015,November,Remote,Medical events,0-7,Male,Not applicable,Not applicable,626.0,2039,,,626
2015,November,Remote,Medical events,17-25,Female,Not applicable,Not applicable,773.0,1886,,,773
2015,November,Remote,Medical events,17-25,Male,Not applicable,Not applicable,288.0,715,1.0,1.0,287
2015,November,Remote,Medical events,26-39,Female,Not applicable,Not applicable,1914.0,4604,1.0,1.0,1913
2015,November,Remote,Medical events,26-39,Male,Not applicable,Not applicable,897.0,1904,,5.0,897
2015,November,Remote,Medical events,40-64,Female,Not applicable,Not applicable,5852.0,9880,8.0,62.0,5844
2015,November,Remote,Medical events,40-64,Male,Not applicable,Not applicable,4717.0,9122,9.0,86.0,4708
2015,November,Remote,Medical events,65-74,Female,Not applicable,Not applicable,1575.0,5659,5.0,29.0,1570
2015,November,Remote,Medical events,65-74,Male,Not applicable,Not applicable,1358.0,3230,4.0,93.0,1354
2015,November,Remote,Medical events,75+,Female,Not applicable,Not applicable,645.0,6724,10.0,78.0,635
2015,November,Remote,Medical events,75+,Male,Not applicable,Not applicable,777.0,3380,13.0,122.0,764
2015,November,Remote,Medical events,8-16,Female,Not applicable,Not applicable,262.0,606,,,262
2015,November,Remote,Medical events,8-16,Male,Not applicable,Not applicable,240.0,519,,,240
2015,November,Remote,Non-traffic,0-7,Female,Not applicable,Not applicable,2.0,2,,,2
2015,November,Remote,Non-traffic,0-7,Male,Not applicable,Not applicable,3.0,3,,,3
2015,November,Remote,Non-traffic,17-25,Female,Not applicable,Not applicable,2.0,3,,,2
2015,November,Remote,Non-traffic,17-25,Male,Not applicable,Not applicable,7.0,11,,,7
2015,November,Remote,Non-traffic,26-39,Male,Not applicable,Not applicable,7.0,18,,,7
2015,November,Remote,Non-traffic,40-64,Male,Not applicable,Not applicable,9.0,59,,,9
2015,November,Remote,Non-traffic,65-74,Male,Not applicable,Not applicable,2.0,49,,,2
2015,November,Remote,Non-traffic,8-16,Female,Not applicable,Not applicable,2.0,2,,,2
2015,November,Remote,Non-traffic,8-16,Male,Not applicable,Not applicable,14.0,35,,,14
2015,November,Remote,Other transport,17-25,Male,Not applicable,Not applicable,,1,,,0
2015,November,Remote,Other transport,26-39,Male,Not applicable,Not applicable,3.0,3,,,3
2015,November,Remote,Other transport,65-74,Male,Not applicable,Not applicable,1.0,1,,,1
2015,November,Remote,Traffic,0-7,Female,Other or unknown,Other and unspecified transport accidents,1.0,1,,,1
2015,November,Remote,Traffic,0-7,Female,Pedestrian,"Car, pick-up truck or van",1.0,8,,,1
2015,November,Remote,Traffic,17-25,Female,Car driver,"Car, pick-up truck or van",,1,,,0
2015,November,Remote,Traffic,17-25,Female,Car driver,Non-collision transport accident,2.0,21,,,2
2015,November,Remote,Traffic,17-25,Female,Car passenger,Fixed or stationary object,1.0,16,,,1
2015,November,Remote,Traffic,17-25,Female,Car unknown position,Other and unspecified transport accidents,1.0,4,,,1
2015,November,Remote,Traffic,17-25,Female,Motorcyclist,"Car, pick-up truck or van",,37,,,0
2015,November,Remote,Traffic,17-25,Female,Motorcyclist,Pedestrian or animal,1.0,1,,,1
2015,November,Remote,Traffic,17-25,Male,Car driver,Fixed or stationary object,1.0,1,,,1
2015,November,Remote,Traffic,17-25,Male,Car driver,Heavy transport vehicle or bus,,1,,,0
2015,November,Remote,Traffic,17-25,Male,Car driver,Non-collision transport accident,5.0,6,,,5
2015,November,Remote,Traffic,17-25,Male,Car passenger,Non-collision transport accident,3.0,5,,,3
2015,November,Remote,Traffic,17-25,Male,Car unknown position,Non-collision transport accident,1.0,13,,,1
2015,November,Remote,Traffic,17-25,Male,Car unknown position,Other and unspecified transport accidents,1.0,1,,,1
2015,November,Remote,Traffic,17-25,Male,Motorcyclist,Non-collision transport accident,4.0,6,,,4
2015,November,Remote,Traffic,17-25,Male,Pedal cyclist,Other and unspecified transport accidents,1.0,1,,,1
2015,November,Remote,Traffic,26-39,Female,Car driver,Non-collision transport accident,,56,,,0
2015,November,Remote,Traffic,26-39,Female,Car driver,Other and unspecified transport accidents,1.0,1,,,1
2015,November,Remote,Traffic,26-39,Female,Car passenger,"Car, pick-up truck or van",,1,,,0
2015,November,Remote,Traffic,26-39,Female,Car passenger,Non-collision transport accident,2.0,2,,,2
2015,November,Remote,Traffic,26-39,Female,Pedestrian,"Car, pick-up truck or van",1.0,5,,,1
2015,November,Remote,Traffic,26-39,Female,Pedestrian,Other and unspecified transport accidents,,4,,,0
2015,November,Remote,Traffic,26-39,Male,Car driver,"Car, pick-up truck or van",,2,,,0
2015,November,Remote,Traffic,26-39,Male,Car driver,Fixed or stationary object,2.0,4,,,2
2015,November,Remote,Traffic,26-39,Male,Car driver,Non-collision transport accident,4.0,9,,,4
2015,November,Remote,Traffic,26-39,Male,Car passenger,Non-collision transport accident,,14,,,0
2015,November,Remote,Traffic,26-39,Male,Motorcyclist,Fixed or stationary object,2.0,2,,,2
2015,November,Remote,Traffic,26-39,Male,Motorcyclist,Non-collision transport accident,3.0,4,,,3
2015,November,Remote,Traffic,26-39,Male,Motorcyclist,Other and unspecified transport accidents,1.0,6,,,1
2015,November,Remote,Traffic,26-39,Male,Motorcyclist,Pedestrian or animal,1.0,13,,,1
2015,November,Remote,Traffic,26-39,Male,Other or unknown,Other and unspecified transport accidents,1.0,1,,,1
2015,November,Remote,Traffic,26-39,Male,Pedal cyclist,Fixed or stationary object,2.0,2,,,2
2015,November,Remote,Traffic,26-39,Male,Pedal cyclist,Non-collision transport accident,1.0,2,,,1
2015,November,Remote,Traffic,40-64,Female,Car driver,"Car, pick-up truck or van",1.0,1,,,1
2015,November,Remote,Traffic,40-64,Female,Car driver,Non-collision transport accident,3.0,6,,,3
2015,November,Remote,Traffic,40-64,Female,Car passenger,Non-collision transport accident,1.0,4,,,1
2015,November,Remote,Traffic,40-64,Female,Heavy transport passenger,Non-collision transport accident,,55,,,0
2015,November,Remote,Traffic,40-64,Female,Pedestrian,"Car, pick-up truck or van",1.0,56,,,1
2015,November,Remote,Traffic,40-64,Female,Pedestrian,Other and unspecified transport accidents,,2,,,0
2015,November,Remote,Traffic,40-64,Male,Car driver,"Car, pick-up truck or van",1.0,1,,,1
2015,November,Remote,Traffic,40-64,Male,Car driver,Fixed or stationary object,2.0,3,,,2
2015,November,Remote,Traffic,40-64,Male,Car driver,Non-collision transport accident,5.0,17,,,5
2015,November,Remote,Traffic,40-64,Male,Car passenger,Fixed or stationary object,1.0,2,,,1
